ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_ID2,Reviewer_Name2,Reviewer_Comments
907,JASON JACOB,Female,South,KARNATA,560052,JOINT,AADHAR,5.51984E+11,Residential,5,08/06/2023,23/06/2023,05/07/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
908,ALVARO RAO,Female,North,KARNATA,560006,JOINT,AADHAR,3.2938E+11,Residential,7,09/09/2023,,18/09/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
909,TINA SHARMA,Male,South,KARNATA,560009,INDIVIDUAL,PAN,UYWGN9671X,Residential,5,03/10/2023,,06/10/2023,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
910,SANJAY MEHTA,Male,West,KARNATA,560025,INDIVIDUAL,PASSPORT,E5063897,Residential,11,09/03/2022,26/03/2022,15/04/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
911,DIVYA RAJAN,Female,West,KARNATA,560039,INDIVIDUAL,AADHAR,9.30732E+11,Residential,6,10/01/2024,,19/01/2024,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
912,KEVIN GILL,Female,North,KARNATA,560060,INDIVIDUAL,PASSPORT,E7541115,Residential,6,08/02/2024,22/02/2024,24/02/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
913,TINA JOSHI,Female,East,KARNATA,560024,JOINT,VOTER_ID,YXA2419467,Commercial,7,12/11/2022,25/11/2022,05/12/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
914,NALINI JOSHI,Male,East,KARNATA,560031,INDIVIDUAL,PAN,IZMVB6569B,Commercial,11,17/10/2023,31/10/2023,08/11/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
915,STEPHANIE MATHEW,Male,East,KARNATA,560041,INDIVIDUAL,PASSPORT,D3372568,Residential,2,07/04/2022,,15/04/2022,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
916,PUSHPA MENON,Male,South,KARNATA,560031,INDIVIDUAL,VOTER_ID,MDQ4786913,Residential,7,25/05/2024,01/06/2024,04/06/2024,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
917,SUDHIR THOMAS,Female,North,KARNATA,560060,JOINT,AADHAR,3.28427E+11,Residential,1,24/08/2023,22/09/2023,06/10/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
918,SACHIN SWAMY,Male,South,KARNATA,560049,JOINT,PASSPORT,H5427291,Commercial,10,03/05/2022,21/05/2022,22/05/2022,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
919,PRIYA JACOB,Female,South,KARNATA,560008,INDIVIDUAL,PAN,PVWQO2783R,Commercial,4,25/08/2022,14/09/2022,25/09/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
920,HEMA SOUZA,Male,South,KARNATA,560021,INDIVIDUAL,VOTER_ID,BLI8017389,Residential,2,19/09/2022,16/10/2022,26/10/2022,Rejected,1460,HEM CHAND,1460,HEM CHAND,KYC failed
921,RAJIV PATEL,Female,North,KARNATA,560044,INDIVIDUAL,PASSPORT,G8191881,Commercial,12,17/02/2022,25/02/2022,01/03/2022,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
922,VIKRAM SHARMA,Male,South,KARNATA,560008,INDIVIDUAL,PAN,KWCWA3523V,Commercial,2,25/11/2022,06/12/2022,10/12/2022,Rejected,1460,HEM CHAND,1460,HEM CHAND,KYC failed
923,SABINA GEORGE,Female,North,KARNATA,560056,INDIVIDUAL,PASSPORT,B9143427,Commercial,7,21/02/2024,01/03/2024,21/03/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
924,ROCCO PATEL,Male,South,KARNATA,560039,INDIVIDUAL,PASSPORT,D6748029,Commercial,4,04/05/2023,,13/05/2023,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
925,LAKSHMI PATEL,Male,South,KARNATA,560048,INDIVIDUAL,AADHAR,8.30585E+11,Commercial,8,09/12/2023,,19/12/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
926,MEENA KRISHNAN,Male,East,KARNATA,560037,INDIVIDUAL,AADHAR,7.41046E+11,Residential,7,14/02/2024,08/03/2024,28/03/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
927,VIKRAM KAUR,Female,North,KARNATA,560038,INDIVIDUAL,PAN,PQODO5823A,Commercial,10,26/09/2023,,30/09/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
928,KEVIN SINGH,Male,East,KARNATA,560019,JOINT,PASSPORT,A7842069,Residential,9,30/04/2023,25/05/2023,29/05/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
929,JENNIFER HEGDE,Male,South,KARNATA,560040,INDIVIDUAL,VOTER_ID,IRX5092999,Residential,11,29/07/2023,,03/08/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
930,LAKSHMI MENON,Male,West,KARNATA,560044,INDIVIDUAL,VOTER_ID,KTO3459745,Commercial,11,30/09/2022,22/10/2022,04/11/2022,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
931,SHAUNA SOUZA,Male,South,KARNATA,560002,JOINT,PASSPORT,B3444734,Residential,9,18/11/2022,17/12/2022,21/12/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
932,VIKRAM BHAT,Female,South,KARNATA,560031,JOINT,PAN,QBAYM4665A,Residential,11,22/05/2024,15/06/2024,28/06/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
933,MIKE MENON,Female,South,KARNATA,560010,INDIVIDUAL,VOTER_ID,VIZ1427572,Residential,2,20/01/2023,13/02/2023,22/02/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
934,REKHA SWAMY,Male,East,KARNATA,560007,JOINT,PASSPORT,C9754480,Residential,10,30/03/2023,,02/04/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
935,PETER BHAT,Female,North,KARNATA,560064,JOINT,PASSPORT,E7555495,Residential,1,02/01/2024,11/01/2024,24/01/2024,Rejected,2456,RAHUL SINGH,2456,RAHUL SINGH,KYC failed
936,LATHA SHETTY,Female,North,KARNATA,560012,JOINT,PASSPORT,G1800191,Residential,10,18/12/2023,25/12/2023,03/01/2024,Rejected,1311,Sudhansh Dubey,1311,Sudhansh Dubey,KYC failed
937,ASHOK THEVAR,Female,North,KARNATA,560025,INDIVIDUAL,VOTER_ID,LCD6271403,Commercial,12,25/06/2022,12/07/2022,16/07/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
938,VIJAY KUMAR,Male,South,KARNATA,560014,INDIVIDUAL,VOTER_ID,ACT4992524,Commercial,3,24/04/2023,17/05/2023,29/05/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
939,JOE GUPTA,Female,North,KARNATA,560038,JOINT,PAN,PSEPB7481J,Residential,2,18/03/2023,24/03/2023,01/04/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
940,MAHESH SHAH,Male,West,KARNATA,560061,INDIVIDUAL,VOTER_ID,XTM9613268,Residential,3,18/03/2022,28/03/2022,31/03/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
941,KEVIN VERMA,Female,West,KARNATA,560022,JOINT,PASSPORT,H4923595,Commercial,4,14/06/2024,,18/06/2024,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
942,RAMESH THOMAS,Female,North,KARNATA,560044,INDIVIDUAL,PASSPORT,A9268249,Commercial,7,29/11/2023,07/12/2023,22/12/2023,Rejected,2456,RAHUL SINGH,2456,RAHUL SINGH,KYC failed
943,RAVI CHETTIAR,Male,West,KARNATA,560019,INDIVIDUAL,PAN,TJDRE4668U,Commercial,6,22/11/2023,09/12/2023,21/12/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
944,RAMESH HEGDE,Male,East,KARNATA,560052,INDIVIDUAL,AADHAR,8.1521E+11,Residential,2,08/08/2023,31/08/2023,13/09/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
945,GANESH KRISHNAN,Female,South,KARNATA,560056,JOINT,AADHAR,2.75892E+11,Residential,1,21/05/2024,27/05/2024,16/06/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
946,PUSHPA SWAMY,Female,East,KARNATA,560017,JOINT,PAN,VPOBC6681O,Commercial,1,13/12/2023,,15/12/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
947,DINO THEVAR,Female,West,KARNATA,560050,JOINT,VOTER_ID,OZE8583409,Commercial,7,09/03/2024,02/04/2024,05/04/2024,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
948,PADMA THEVAR,Female,West,KARNATA,560020,JOINT,PASSPORT,C3172440,Commercial,9,14/08/2023,11/09/2023,13/09/2023,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
949,MAHESH GOUNDER,Male,West,KARNATA,560024,INDIVIDUAL,PAN,BHAXJ7392M,Commercial,11,13/04/2023,18/04/2023,22/04/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
950,RAMESH SINGH,Female,East,KARNATA,560035,JOINT,VOTER_ID,YKP4290133,Residential,6,26/04/2024,,01/05/2024,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
951,HARISH SHETTY,Female,West,KARNATA,560029,INDIVIDUAL,AADHAR,5.43843E+11,Residential,5,23/03/2022,,29/03/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
952,PUSHPA NAIDU,Male,East,KARNATA,560050,INDIVIDUAL,VOTER_ID,KPW4729079,Commercial,9,15/09/2023,,21/09/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
953,NEHA IYER,Female,East,KARNATA,560047,INDIVIDUAL,PASSPORT,E7480687,Commercial,1,17/09/2023,07/10/2023,17/10/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
954,MICHAEL VERMA,Female,North,KARNATA,560010,INDIVIDUAL,PASSPORT,H3765135,Residential,4,19/06/2023,,25/06/2023,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
955,ANIL PATEL,Male,East,KARNATA,560027,JOINT,PAN,CHCVF4548X,Residential,6,27/09/2023,,04/10/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
956,DINO RODRIGUES,Female,East,KARNATA,560006,INDIVIDUAL,PAN,YDWUH2427B,Commercial,3,13/04/2023,04/05/2023,08/05/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
957,GANESH REDDY,Male,West,KARNATA,560001,JOINT,PAN,DVNWJ3667E,Commercial,9,08/04/2024,,15/04/2024,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
958,ADELE KRISHNAN,Female,West,KARNATA,560057,JOINT,PAN,WDSNZ5581R,Commercial,12,26/08/2023,11/09/2023,22/09/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
959,SARAH MUDALIAR,Male,East,KARNATA,560016,INDIVIDUAL,PASSPORT,F1426069,Residential,1,22/06/2024,01/07/2024,11/07/2024,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
960,VENKAT JOSHI,Male,South,KARNATA,560017,INDIVIDUAL,PAN,WBAIA4343U,Commercial,9,26/01/2024,03/02/2024,13/02/2024,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
961,JAYA GOUNDER,Female,West,KARNATA,560063,INDIVIDUAL,PASSPORT,D8097975,Commercial,11,18/03/2024,01/04/2024,15/04/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
962,DANIEL JACOB,Male,East,KARNATA,560037,INDIVIDUAL,AADHAR,3.38482E+11,Residential,12,11/07/2023,,13/07/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
963,SACHIN NAIR,Male,South,KARNATA,560019,INDIVIDUAL,PAN,QBTXN7805I,Commercial,3,28/07/2022,,05/08/2022,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
964,SUNITA RAO,Female,West,KARNATA,560012,JOINT,VOTER_ID,UXM6382950,Commercial,12,07/01/2023,20/01/2023,05/02/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
965,ALEX RAJAN,Male,East,KARNATA,560019,INDIVIDUAL,PASSPORT,G5044801,Residential,7,24/02/2022,06/03/2022,21/03/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
966,SARAH NAIR,Female,South,KARNATA,560026,JOINT,VOTER_ID,YRZ1491011,Commercial,3,26/06/2022,19/07/2022,08/08/2022,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
967,ERIC IYER,Female,East,KARNATA,560010,JOINT,VOTER_ID,ODX6454315,Commercial,12,08/09/2022,,17/09/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
968,GANESH GILL,Female,West,KARNATA,560016,JOINT,PASSPORT,H4671962,Residential,7,24/10/2022,29/10/2022,17/11/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
969,SABINA RAJAN,Female,North,KARNATA,560024,JOINT,PASSPORT,A4133895,Residential,8,13/03/2022,28/03/2022,05/04/2022,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
970,SUDHIR GOUNDER,Female,North,KARNATA,560028,JOINT,PAN,DYYND1460Z,Residential,3,23/03/2024,20/04/2024,22/04/2024,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
971,SARAH PATEL,Male,East,KARNATA,560063,JOINT,PASSPORT,F4533042,Commercial,11,11/06/2023,23/06/2023,11/07/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
972,NISHA PATEL,Male,North,KARNATA,560036,JOINT,VOTER_ID,XQV6381025,Residential,8,10/03/2022,20/03/2022,27/03/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
973,JOHN GOWDA,Male,East,KARNATA,560004,INDIVIDUAL,PAN,FHWNB4216A,Commercial,8,26/03/2022,18/04/2022,04/05/2022,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
974,NICOLE FERNANDEZ,Male,South,KARNATA,560020,INDIVIDUAL,VOTER_ID,EWY8723303,Commercial,8,10/02/2024,,11/02/2024,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
975,ANDREW MENON,Female,West,KARNATA,560014,INDIVIDUAL,VOTER_ID,BQA3281479,Commercial,11,31/01/2024,29/02/2024,15/03/2024,Rejected,1460,HEM CHAND,1460,HEM CHAND,KYC failed
976,SUNIL GUPTA,Male,East,KARNATA,560025,JOINT,PASSPORT,F4496403,Residential,11,03/07/2022,29/07/2022,08/08/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
977,ALEX KAUR,Male,North,KARNATA,560012,JOINT,AADHAR,7.13278E+11,Commercial,11,22/06/2023,07/07/2023,08/07/2023,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
978,MARIA GOWDA,Female,West,KARNATA,560017,INDIVIDUAL,VOTER_ID,SJZ7383657,Residential,12,24/01/2024,,28/01/2024,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
979,DANIEL KRISHNAN,Female,North,KARNATA,560013,INDIVIDUAL,PASSPORT,B3380334,Commercial,4,11/03/2023,02/04/2023,13/04/2023,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
980,AVERY GILL,Male,South,KARNATA,560004,JOINT,AADHAR,9.19858E+11,Residential,1,25/05/2022,31/05/2022,14/06/2022,Rejected,1311,Sudhansh Dubey,1311,Sudhansh Dubey,KYC failed
981,PADMA RAO,Female,South,KARNATA,560064,JOINT,AADHAR,7.57844E+11,Residential,8,07/01/2024,,09/01/2024,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
982,VENKAT SHARMA,Female,South,KARNATA,560017,INDIVIDUAL,PAN,NYCIY3598V,Residential,4,20/12/2023,,25/12/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
983,MIKE MENON,Male,East,KARNATA,560052,JOINT,PASSPORT,F8099935,Commercial,10,08/03/2022,31/03/2022,12/04/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
984,DEEPA SINGH,Male,East,KARNATA,560062,INDIVIDUAL,VOTER_ID,VGL2854892,Residential,9,02/03/2022,,11/03/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
985,STEPHANIE SHARMA,Female,South,KARNATA,560013,JOINT,PASSPORT,E2509625,Commercial,3,10/03/2023,01/04/2023,02/04/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
986,AMIT JACOB,Female,North,KARNATA,560019,INDIVIDUAL,AADHAR,4.77846E+11,Residential,8,28/03/2022,03/04/2022,17/04/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
987,CONNOR REDDY,Female,South,KARNATA,560043,INDIVIDUAL,AADHAR,4.96373E+11,Commercial,8,04/11/2022,21/11/2022,27/11/2022,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
988,JENNIFER SHARMA,Female,South,KARNATA,560045,JOINT,PASSPORT,G8205561,Commercial,8,31/01/2022,22/02/2022,23/02/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
989,VINOD VERMA,Female,South,KARNATA,560057,JOINT,PASSPORT,G8328436,Residential,2,28/12/2022,18/01/2023,26/01/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
990,JOHN PATEL,Male,East,KARNATA,560052,JOINT,PASSPORT,B6211024,Commercial,11,27/08/2023,03/09/2023,07/09/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
991,VENKAT CHETTIAR,Female,North,KARNATA,560033,INDIVIDUAL,AADHAR,8.20477E+11,Commercial,10,30/08/2022,21/09/2022,24/09/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
992,KRISHNA KUMAR,Female,South,KARNATA,560009,JOINT,VOTER_ID,BPN5993383,Commercial,7,13/03/2024,,21/03/2024,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
993,JOSEPH KAMATH,Female,North,KARNATA,560054,JOINT,PAN,CXYDM1804P,Commercial,10,30/09/2022,10/10/2022,21/10/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
994,STEPHANIE MUDALIAR,Female,North,KARNATA,560058,INDIVIDUAL,AADHAR,3.91676E+11,Residential,7,18/05/2024,13/06/2024,18/06/2024,Rejected,1311,Sudhansh Dubey,1311,Sudhansh Dubey,KYC failed
995,VIJAY REDDY,Female,South,KARNATA,560014,INDIVIDUAL,PASSPORT,A3656814,Residential,11,02/04/2024,,07/04/2024,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
996,DINO JACOB,Female,South,KARNATA,560015,INDIVIDUAL,PASSPORT,A9449836,Commercial,11,05/06/2023,12/06/2023,30/06/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
997,BERNICE THEVAR,Male,South,KARNATA,560016,JOINT,PAN,NTGZZ7124O,Residential,9,26/06/2022,01/07/2022,10/07/2022,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
998,SURESH NAIDU,Female,West,KARNATA,560012,INDIVIDUAL,VOTER_ID,JCP2535177,Residential,3,08/06/2023,,18/06/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
999,LATHA RODRIGUES,Male,West,KARNATA,560051,JOINT,AADHAR,1.48392E+11,Commercial,4,01/01/2024,31/01/2024,03/02/2024,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
1000,ANDREW MATHEW,Female,North,KARNATA,560064,INDIVIDUAL,VOTER_ID,MRV4760289,Commercial,12,22/01/2023,20/02/2023,07/03/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
1001,MARK KAUR,Male,West,KARNATA,560037,JOINT,PASSPORT,D5443133,Commercial,1,30/09/2022,14/10/2022,19/10/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
1002,DAVID GOWDA,Female,North,KARNATA,560050,INDIVIDUAL,VOTER_ID,ZJT7822135,Commercial,9,14/07/2023,04/08/2023,23/08/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
1003,SUNITA FERNANDEZ,Male,North,KARNATA,560056,INDIVIDUAL,PAN,KDZNP2116N,Residential,10,03/05/2024,17/05/2024,20/05/2024,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
1004,VENKAT MEHTA,Female,South,KARNATA,560027,JOINT,AADHAR,3.32927E+11,Commercial,12,22/02/2023,,28/02/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
1005,JESSICA SHAH,Female,North,KARNATA,560052,JOINT,AADHAR,2.84297E+11,Commercial,5,08/02/2024,17/02/2024,26/02/2024,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
1006,DEEPA THOMAS,Male,South,KARNATA,560038,JOINT,AADHAR,7.26153E+11,Commercial,7,15/05/2024,13/06/2024,29/06/2024,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
1007,ARUN SHAH,Male,North,KARNATA,560052,JOINT,VOTER_ID,CCH9673344,Residential,4,09/05/2024,19/05/2024,01/06/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
1008,RAMESH RODRIGUES,Male,West,KARNATA,560057,JOINT,PASSPORT,E2514913,Commercial,6,26/08/2023,10/09/2023,12/09/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
1009,PADMA SHETTY,Male,North,KARNATA,560062,JOINT,VOTER_ID,SJS6893182,Residential,2,01/05/2023,27/05/2023,29/05/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
1010,STEPHANIE SOUZA,Female,South,KARNATA,560053,INDIVIDUAL,AADHAR,7.37866E+11,Commercial,6,17/01/2023,03/02/2023,19/02/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
1011,JENNIFER SWAMY,Female,South,KARNATA,560039,JOINT,VOTER_ID,BXZ5596482,Commercial,7,25/05/2023,09/06/2023,23/06/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
1012,DAVID GILL,Female,West,KARNATA,560047,JOINT,PASSPORT,F1489629,Commercial,5,26/02/2024,09/03/2024,16/03/2024,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
1013,DEEPA SHETTY,Male,East,KARNATA,560034,JOINT,PASSPORT,C4092466,Commercial,6,19/12/2023,27/12/2023,09/01/2024,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
1014,JONATHAN REDDY,Male,West,KARNATA,560021,INDIVIDUAL,AADHAR,2.6396E+11,Commercial,3,20/02/2024,,27/02/2024,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
1015,ALVARO FERNANDEZ,Male,East,KARNATA,560009,JOINT,AADHAR,1.86345E+11,Residential,5,28/12/2023,04/01/2024,16/01/2024,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
1016,SUNITA GOUNDER,Female,North,KARNATA,560001,INDIVIDUAL,AADHAR,7.46283E+11,Commercial,8,30/12/2023,21/01/2024,26/01/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
1017,SARAH RAJAN,Female,West,KARNATA,560002,JOINT,PASSPORT,C7854309,Commercial,3,16/10/2023,,18/10/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
1018,ERIC REDDY,Male,East,KARNATA,560030,JOINT,PAN,FIPKT1787O,Commercial,11,22/06/2022,05/07/2022,22/07/2022,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
1019,DANIEL MENON,Male,East,KARNATA,560033,JOINT,PAN,BRLHJ8654K,Residential,4,15/05/2024,,17/05/2024,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
1020,ALEX HEGDE,Female,West,KARNATA,560011,JOINT,PASSPORT,G4460803,Residential,11,28/10/2022,,31/10/2022,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
1021,JENNIFER VERMA,Female,South,KARNATA,560010,JOINT,PAN,SRBWP7341H,Residential,5,03/12/2022,,07/12/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
1022,RAJESH JOSHI,Female,South,KARNATA,560035,INDIVIDUAL,PAN,WWAWW2701Q,Residential,12,12/06/2024,02/07/2024,19/07/2024,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
1023,SACHIN RODRIGUES,Female,South,KARNATA,560036,JOINT,PAN,XYGLV4444R,Commercial,12,09/03/2022,02/04/2022,09/04/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
1024,DAVID THOMAS,Male,North,KARNATA,560019,JOINT,PAN,WTUOL9645Q,Residential,12,06/09/2023,21/09/2023,07/10/2023,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
1025,SACHIN NAIDU,Male,East,KARNATA,560058,INDIVIDUAL,PAN,JACSP7247W,Commercial,3,02/10/2022,13/10/2022,31/10/2022,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
1026,MELISSA GOUNDER,Male,South,KARNATA,560014,INDIVIDUAL,AADHAR,8.12902E+11,Commercial,1,06/02/2023,,09/02/2023,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
1027,SARAH GOUNDER,Male,South,KARNATA,560022,INDIVIDUAL,AADHAR,9.93546E+11,Residential,1,09/07/2022,14/07/2022,15/07/2022,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
1028,VIJAY RODRIGUES,Female,North,KARNATA,560006,INDIVIDUAL,PASSPORT,G3041832,Residential,9,27/03/2022,,31/03/2022,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
1029,ROHAN PILLAI,Female,North,KARNATA,560031,JOINT,PAN,QQCNB8906I,Commercial,9,19/10/2023,03/11/2023,13/11/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
1030,MADHU IYER,Male,North,KARNATA,560026,INDIVIDUAL,PASSPORT,G4059819,Residential,6,16/04/2024,,22/04/2024,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
1031,KAVYA NAIR,Female,North,KARNATA,560006,JOINT,PASSPORT,G8081357,Commercial,2,17/03/2022,11/04/2022,24/04/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
